City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,San Jose,US,2022-05-22 05:40:26,37.3394,-121.895,62.58,66,0,6.91
296,Thinadhoo,MV,2022-05-22 05:43:24,0.5333,72.9333,83.68,71,100,11.74
297,Kysyl-Syr,RU,2022-05-22 05:43:24,63.8986,122.7617,61.32,35,61,2.68
298,Alofi,NU,2022-05-22 05:43:24,-19.0595,-169.9187,76.89,88,14,2.3
299,Chuy,UY,2022-05-22 05:32:31,-33.6971,-53.4616,49.3,92,83,5.5
300,Bukoba,TZ,2022-05-22 05:43:25,-1.3317,31.8122,71.31,71,100,3.58
301,Ulladulla,AU,2022-05-22 05:43:25,-35.35,150.4667,60.76,73,100,9.46
302,Siniscola,IT,2022-05-22 05:43:25,40.5719,9.6922,58.55,40,4,1.48
303,Biryusinsk,RU,2022-05-22 05:43:25,55.9634,97.8235,67.35,38,85,12.24
304,Casalpusterlengo,IT,2022-05-22 05:43:26,45.1769,9.6491,70.34,72,42,1.59
305,Kangaatsiaq,GL,2022-05-22 05:43:26,68.3065,-53.4641,33.39,85,100,13.73
306,Kahului,US,2022-05-22 05:38:47,20.8947,-156.47,78.82,70,20,18.41
307,North Bend,US,2022-05-22 05:43:26,43.4065,-124.2243,51.85,91,100,14.97
308,Oyama,JP,2022-05-22 05:40:09,36.3,139.8,72.75,47,51,4.16
309,Parintins,BR,2022-05-22 05:43:27,-2.6283,-56.7358,71.64,96,67,0.67
310,Mahasamund,IN,2022-05-22 05:43:27,21.1,82.1,98.87,15,7,11.61
311,Alyangula,AU,2022-05-22 05:43:27,-13.8483,136.4192,83.64,64,38,12.77
312,Sapouy,BF,2022-05-22 05:43:28,11.5544,-1.7736,76.1,73,93,5.55
313,Tarko-Sale,RU,2022-05-22 05:43:28,64.9225,77.785,52.66,52,99,12.46
314,Jiaxing,CN,2022-05-22 05:43:28,30.7522,120.75,78.24,52,93,13.09
315,Cabo San Lucas,MX,2022-05-22 05:43:29,22.8909,-109.9124,73.62,65,1,4.0
316,Ankang,CN,2022-05-22 05:43:29,32.68,109.0172,74.32,66,96,1.07
317,Lanzhou,CN,2022-05-22 05:43:29,36.0564,103.7922,78.84,25,0,4.09
318,Solnechnyy,RU,2022-05-22 05:35:17,50.7214,136.6319,42.96,82,99,7.49
319,Bhind,IN,2022-05-22 05:44:17,26.5642,78.7883,103.46,17,3,5.93
320,Ambrolauri,GE,2022-05-22 05:44:30,42.5211,43.1622,68.7,39,0,3.31
321,Dukat,RU,2022-05-22 05:44:30,62.55,155.55,34.84,79,97,6.89
322,Salalah,OM,2022-05-22 05:44:30,17.0151,54.0924,86.09,70,75,5.75
323,Necochea,AR,2022-05-22 05:44:31,-38.5473,-58.7368,47.61,67,1,7.29
324,Krasnyy Yar,RU,2022-05-22 05:44:31,46.5331,48.3456,66.13,72,99,17.49
325,Ulaangom,MN,2022-05-22 05:44:31,49.9811,92.0667,75.96,20,39,11.52
326,Shimoda,JP,2022-05-22 05:44:31,34.6667,138.95,71.96,73,59,3.98
327,Saint-Joseph,RE,2022-05-22 05:44:32,-21.3667,55.6167,77.38,67,8,9.8
328,Poya,NC,2022-05-22 05:44:32,-21.35,165.15,77.59,82,70,5.5
329,Sao Jose Da Coroa Grande,BR,2022-05-22 05:44:32,-8.8978,-35.1478,76.75,83,76,15.12
330,Kasangulu,CD,2022-05-22 05:44:32,-4.5911,15.1708,70.65,92,67,2.75
331,Swan River,CA,2022-05-22 05:44:33,52.1058,-101.2676,39.09,70,77,3.44
332,Severo-Kurilsk,RU,2022-05-22 05:44:33,50.6789,156.125,44.51,93,75,12.8
333,Kukushtan,RU,2022-05-22 05:44:33,57.6464,56.4952,40.62,63,100,12.28
334,Charters Towers,AU,2022-05-22 05:44:33,-20.1,146.2667,71.96,66,91,11.59
335,Kralendijk,BQ,2022-05-22 05:44:34,12.15,-68.2667,80.58,78,40,16.11
336,Gombong,ID,2022-05-22 05:44:34,-7.6072,109.5142,83.55,74,77,3.11
337,Berja,ES,2022-05-22 05:44:34,36.8469,-2.9497,72.7,48,94,4.76
338,Naze,JP,2022-05-22 05:44:34,28.3667,129.4833,77.92,68,73,9.35
339,Namibe,AO,2022-05-22 05:44:35,-15.1961,12.1522,67.5,61,39,1.86
340,Antalaha,MG,2022-05-22 05:44:35,-14.9003,50.2788,74.57,88,98,9.82
341,Rawson,AR,2022-05-22 05:44:35,-43.3002,-65.1023,57.22,45,63,21.63
342,El Dorado,US,2022-05-22 05:44:35,38.7666,-120.5177,61.32,45,47,3.0
343,Dingle,PH,2022-05-22 05:44:36,10.9995,122.6711,87.53,64,100,6.17
344,Manzanillo,CU,2022-05-22 05:42:45,20.3433,-77.1167,76.14,88,100,3.87
345,Carutapera,BR,2022-05-22 05:44:36,-1.195,-46.02,71.96,96,20,3.6
346,Taksimo,RU,2022-05-22 05:44:36,56.3444,114.8794,60.1,55,100,2.48
347,Cabadiangan,PH,2022-05-22 05:44:36,9.7531,122.4739,86.65,66,99,9.06
348,Cananea,MX,2022-05-22 05:44:37,30.95,-110.3,56.57,47,5,5.01
349,Port Townsend,US,2022-05-22 05:44:37,48.117,-122.7605,54.05,77,0,11.01
350,Rabo De Peixe,PT,2022-05-22 05:44:37,37.8,-25.5833,67.28,89,100,3.44
351,Trinidad,BO,2022-05-22 05:44:38,-14.8333,-64.9,66.67,80,50,2.66
352,Jardim,BR,2022-05-22 05:44:38,-21.4803,-56.1381,51.98,73,67,1.72
353,Colwyn Bay,GB,2022-05-22 05:44:38,53.2948,-3.7267,56.75,3,100,8.99
354,Atar,MR,2022-05-22 05:44:38,20.5169,-13.0499,82.42,23,13,6.6
355,Antofagasta,CL,2022-05-22 05:44:39,-23.65,-70.4,58.28,64,30,3.91
356,Ormond Beach,US,2022-05-22 05:39:48,29.2858,-81.0559,71.69,88,100,0.0
357,Aykhal,RU,2022-05-22 05:44:39,66.0,111.5,56.23,45,17,4.27
358,Coari,BR,2022-05-22 05:44:39,-4.085,-63.1414,72.45,92,87,1.63
359,Puerto Escondido,MX,2022-05-22 05:44:39,15.85,-97.0667,78.91,74,63,6.42
360,Port Moresby,PG,2022-05-22 05:44:40,-9.4431,147.1797,89.02,66,40,11.5
361,Kodinsk,RU,2022-05-22 05:44:40,58.6881,99.1844,55.89,48,75,10.6
362,Iqaluit,CA,2022-05-22 05:44:40,63.7506,-68.5145,31.73,80,100,17.27
363,Vardo,NO,2022-05-22 05:44:40,70.3705,31.1107,39.18,87,100,18.41
364,Luwuk,ID,2022-05-22 05:44:41,-0.9516,122.7875,84.79,69,40,4.63
365,Longyearbyen,SJ,2022-05-22 05:43:08,78.2186,15.6401,35.44,80,75,2.3
366,Bogorodskoye,RU,2022-05-22 05:45:41,56.55,37.8833,42.4,47,12,11.41
367,Pouembout,NC,2022-05-22 05:45:41,-21.1333,164.9,77.32,83,81,3.76
368,Berettyoujfalu,HU,2022-05-22 05:45:41,47.2167,21.55,63.48,58,54,4.72
369,Manavgat,TR,2022-05-22 05:45:42,36.7867,31.4431,75.06,47,14,3.42
370,Quchan,IR,2022-05-22 05:45:42,37.106,58.5095,55.54,56,18,10.65
371,Kenai,US,2022-05-22 05:45:42,60.5544,-151.2583,60.89,23,100,11.5
372,Uchaly,RU,2022-05-22 05:45:43,54.2996,59.4521,40.21,74,59,15.41
373,Monte Alegre De Minas,BR,2022-05-22 05:45:43,-18.8706,-48.8808,52.99,53,43,5.46
374,Oranjemund,NA,2022-05-22 05:45:43,-28.55,16.4333,52.61,76,7,5.82
375,Kewanee,US,2022-05-22 05:45:44,41.2456,-89.9248,54.48,89,100,7.05
376,Phulpur,IN,2022-05-22 05:45:44,25.55,82.1,106.95,15,2,10.0
377,Santa Cruz,BO,2022-05-22 05:42:30,-17.8,-63.1667,67.46,77,75,4.61
378,Te Anau,NZ,2022-05-22 05:45:44,-45.4167,167.7167,39.56,83,46,2.42
379,Bac Lieu,VN,2022-05-22 05:45:44,9.285,105.7244,86.04,69,100,12.88
380,Namatanai,PG,2022-05-22 05:45:45,-3.6667,152.4333,83.48,68,100,12.15
381,Touros,BR,2022-05-22 05:43:34,-5.1989,-35.4608,74.17,92,39,10.36
382,Cockburn Town,TC,2022-05-22 05:42:04,21.4612,-71.1419,79.16,82,99,19.75
383,Hopeman,GB,2022-05-22 05:45:45,57.7068,-3.4291,56.16,85,40,6.91
384,Marystown,CA,2022-05-22 05:45:46,47.1666,-55.1483,50.86,100,69,6.15
385,Pisco,PE,2022-05-22 05:45:46,-13.7,-76.2167,60.03,94,100,5.75
386,Bereda,ES,2022-05-22 05:45:46,43.2686,-7.5406,60.58,99,65,1.07
387,College,US,2022-05-22 05:45:47,64.8569,-147.8028,66.58,36,75,12.66
388,Kilindoni,TZ,2022-05-22 05:45:47,-7.9139,39.6668,79.9,73,100,10.94
389,Fallon,US,2022-05-22 05:45:23,39.4735,-118.7774,55.27,14,0,0.0
390,Rorvik,NO,2022-05-22 05:45:47,64.8621,11.2373,47.43,90,100,1.92
391,Petrolia,CA,2022-05-22 05:41:20,42.8668,-82.1498,57.81,93,100,8.05
392,Vari,GR,2022-05-22 05:45:47,37.8312,23.8081,79.68,45,0,0.0
393,Nantucket,US,2022-05-22 05:42:17,41.2835,-70.0995,62.74,93,0,9.22
394,Sokoto,NG,2022-05-22 05:45:48,13.0609,5.239,84.87,46,52,8.9
395,Usogorsk,RU,2022-05-22 05:45:48,63.4106,48.6872,32.83,85,100,11.39
396,Portland,US,2022-05-22 05:44:24,45.5234,-122.6762,61.38,65,20,10.36
397,Aklavik,CA,2022-05-22 05:45:48,68.2191,-135.0107,33.62,86,99,5.19
398,Coos Bay,US,2022-05-22 05:45:19,43.3665,-124.2179,51.93,91,100,14.97
399,Khani,GE,2022-05-22 05:45:48,41.9563,42.9566,60.37,37,0,3.76
400,Syumsi,RU,2022-05-22 05:45:49,57.1111,51.6149,36.73,71,100,7.4
401,Kuragino,RU,2022-05-22 05:45:49,53.8975,92.6725,79.59,30,48,7.07
402,Elblag,PL,2022-05-22 05:45:50,54.1522,19.4088,52.95,75,89,17.34
403,Malakal,SS,2022-05-22 05:45:50,9.5334,31.6605,81.91,60,97,5.53
404,Takapau,NZ,2022-05-22 05:45:50,-40.0333,176.35,54.73,72,1,19.57
405,Akureyri,IS,2022-05-22 05:45:50,65.6835,-18.0878,39.13,93,100,12.66
406,Hit,IQ,2022-05-22 05:45:51,33.6416,42.8251,88.59,9,56,3.89
407,Bandarbeyla,SO,2022-05-22 05:45:51,9.4942,50.8122,92.1,48,95,19.75
408,Juneau,US,2022-05-22 05:45:51,58.3019,-134.4197,59.0,78,0,3.44
409,Hambantota,LK,2022-05-22 05:45:51,6.1241,81.1185,88.14,74,40,17.27
410,Pauri,IN,2022-05-22 05:45:52,30.15,78.7833,87.22,18,39,6.46
411,Izumo,JP,2022-05-22 05:45:52,35.3667,132.7667,80.55,57,20,17.27
412,Warri,NG,2022-05-22 05:45:52,5.5167,5.75,75.27,94,95,3.6
413,Parainen,FI,2022-05-22 05:45:52,60.3067,22.301,52.41,50,100,10.11
414,Bonthe,SL,2022-05-22 05:46:53,7.5264,-12.505,77.05,89,100,6.93
415,Mount Gambier,AU,2022-05-22 05:46:53,-37.8333,140.7667,60.84,57,2,6.17
416,Kavaratti,IN,2022-05-22 05:46:53,10.5669,72.642,82.17,81,99,17.58
417,Araouane,ML,2022-05-22 05:46:54,18.9048,-3.5265,82.42,15,1,2.24
418,San Pedro,PH,2022-05-22 05:46:54,14.35,121.0167,90.63,65,75,5.75
419,Moussoro,TD,2022-05-22 05:46:54,13.6408,16.4901,83.77,15,41,7.05
420,Atambua,ID,2022-05-22 05:46:55,-9.1061,124.8925,83.88,54,17,1.63
421,Shahr-E Babak,IR,2022-05-22 05:46:55,30.1165,55.1186,76.75,13,0,9.35
422,Amapa,BR,2022-05-22 05:46:55,1.0,-52.0,69.89,99,95,1.72
423,Kulhudhuffushi,MV,2022-05-22 05:46:56,6.6221,73.07,83.73,75,42,15.68
424,Itaueira,BR,2022-05-22 05:46:56,-7.6033,-43.0256,70.97,78,33,8.12
425,Pangai,TO,2022-05-22 05:46:56,-19.8,-174.35,78.13,82,91,14.14
426,Cesvaine,LV,2022-05-22 05:46:57,56.9667,26.3167,47.73,78,82,7.36
427,Mankono,CI,2022-05-22 05:46:57,8.0586,-6.1897,69.51,96,100,5.53
428,Giyani,ZA,2022-05-22 05:46:57,-23.3025,30.7187,60.3,91,97,3.98
429,Sola,VU,2022-05-22 05:46:57,-13.8833,167.55,81.54,74,40,1.63
430,Vila Franca Do Campo,PT,2022-05-22 05:46:58,37.7167,-25.4333,68.2,96,99,3.91
431,Katangli,RU,2022-05-22 05:46:58,51.7102,143.2326,40.19,96,99,2.51
432,Steamboat Springs,US,2022-05-22 05:46:58,40.485,-106.8317,39.76,46,0,13.8
433,Smithers,CA,2022-05-22 05:46:59,54.7804,-127.1743,55.72,30,0,2.3
434,Sisimiut,GL,2022-05-22 05:46:59,66.9395,-53.6735,39.31,71,100,12.44
435,Dublin,US,2022-05-22 05:42:40,37.7021,-121.9358,64.9,66,0,3.44
436,Petatlan,MX,2022-05-22 05:46:59,17.5167,-101.2667,78.91,77,92,1.88
437,Ambositra,MG,2022-05-22 05:46:59,-20.5167,47.25,63.43,65,2,2.21
438,Puerto Leguizamo,CO,2022-05-22 05:47:00,-0.1934,-74.7819,68.76,99,49,1.63
439,Yoichi,JP,2022-05-22 05:47:00,43.2039,140.7703,59.83,83,53,1.83
440,Lingao,CN,2022-05-22 05:47:00,19.9103,109.6859,85.05,76,100,9.26
441,Kuzhener,RU,2022-05-22 05:47:00,56.8111,48.9128,34.38,73,98,9.78
442,Annau,TM,2022-05-22 05:47:00,37.8876,58.516,65.7,39,20,4.61
443,Vagur,FO,2022-05-22 05:47:01,61.4732,-6.8119,47.43,91,99,12.59
444,Taicheng,CN,2022-05-22 05:47:01,38.731,113.228,81.79,15,81,9.8
445,Sydney,AU,2022-05-22 05:44:45,-33.8679,151.2073,65.5,73,75,13.8
446,Luba,GQ,2022-05-22 05:47:01,3.4568,8.5547,78.94,82,92,5.21
447,Healdsburg,US,2022-05-22 05:46:31,38.6105,-122.8692,64.67,68,0,5.75
448,Kargat,RU,2022-05-22 05:47:02,55.1956,80.2811,75.72,37,100,16.98
449,Fenoarivo,MG,2022-05-22 05:47:02,-18.933,47.4354,62.67,77,20,4.61
450,Bilma,NE,2022-05-22 05:47:03,18.6853,12.9164,82.06,15,1,15.61
451,Bronkhorstspruit,ZA,2022-05-22 05:47:04,-25.8102,28.7425,47.55,70,55,6.24
452,Wamba,NG,2022-05-22 05:47:04,8.9333,8.6,74.43,87,97,2.64
453,Khilok,RU,2022-05-22 05:47:05,51.3674,110.4676,65.82,37,73,14.67
454,Lahaina,US,2022-05-22 05:47:05,20.8783,-156.6825,79.84,81,9,9.69
455,Bacolod,PH,2022-05-22 05:47:05,10.6667,122.95,87.15,65,99,7.23
456,Havre,FR,2022-05-22 05:47:06,49.5833,0.3333,51.57,87,0,3.44
457,Dolores,AR,2022-05-22 05:47:06,-36.3132,-57.6792,46.89,69,4,3.44
458,Port Elizabeth,ZA,2022-05-22 05:42:44,-33.918,25.5701,46.69,93,20,3.44
459,Lubumbashi,CD,2022-05-22 05:47:06,-11.6609,27.4794,65.14,69,82,2.53
460,Usak,TR,2022-05-22 05:48:06,38.5,29.4167,65.17,47,10,2.35
461,Hangu,CN,2022-05-22 05:48:07,39.2489,117.7892,91.44,24,0,13.89
462,Buraydah,SA,2022-05-22 05:47:19,26.326,43.975,86.45,10,1,10.45
463,Coquimbo,CL,2022-05-22 05:48:07,-29.9533,-71.3436,53.33,100,100,4.61
464,San Cristobal,VE,2022-05-22 05:48:07,7.7669,-72.225,73.58,87,15,2.8
465,Mildura,AU,2022-05-22 05:48:08,-34.2,142.15,71.08,54,18,12.24
466,Fort Nelson,CA,2022-05-22 05:48:08,58.8053,-122.7002,56.79,33,40,6.91
467,Hihya,EG,2022-05-22 05:48:08,30.6713,31.588,72.27,39,0,13.04
468,Yulara,AU,2022-05-22 05:48:09,-25.2406,130.9889,72.1,25,68,6.31
469,Kaduqli,SD,2022-05-22 05:48:09,11.0167,29.7167,82.58,49,100,4.92
470,Malumfashi,NG,2022-05-22 05:48:10,11.7853,7.6218,76.6,69,46,8.59
471,Karratha,AU,2022-05-22 05:48:11,-20.7377,116.8463,82.65,59,100,8.43
472,Cullman,US,2022-05-22 05:48:12,34.1748,-86.8436,73.6,83,0,3.44
473,Magway,MM,2022-05-22 05:48:12,20.15,94.9167,102.29,31,20,8.68
474,Anadyr,RU,2022-05-22 05:48:12,64.75,177.4833,48.7,61,0,6.71
475,Kumluca,TR,2022-05-22 05:48:13,36.3703,30.2869,75.88,45,81,3.58
476,Xichang,CN,2022-05-22 05:48:13,27.8964,102.2634,69.22,65,96,3.13
477,Menongue,AO,2022-05-22 05:48:14,-14.6585,17.691,50.47,44,76,3.06
478,Ketchikan,US,2022-05-22 05:47:48,55.3422,-131.6461,55.87,54,0,4.61
479,Thoen,TH,2022-05-22 05:48:14,17.6129,99.2161,91.87,54,95,3.67
480,Xining,CN,2022-05-22 05:48:14,36.6167,101.7667,71.78,27,2,5.95
481,Mount Isa,AU,2022-05-22 05:48:14,-20.7333,139.5,80.37,32,40,8.05
482,Rudraprayag,IN,2022-05-22 05:44:08,30.2833,78.9833,94.55,17,53,5.66
483,San Angelo,US,2022-05-22 05:48:15,31.4638,-100.437,67.53,52,11,18.99
484,Zaysan,KZ,2022-05-22 05:48:15,47.4667,84.8667,75.07,38,100,5.03
485,Qeshm,IR,2022-05-22 05:48:15,26.9581,56.2719,98.47,56,0,4.38
486,Pata,PH,2022-05-22 05:48:15,17.7152,121.5018,90.07,59,92,4.81
487,Kailua,US,2022-05-22 05:47:30,21.4022,-157.7394,82.38,75,0,8.05
488,Mahajanga,MG,2022-05-22 05:48:16,-15.7167,46.3167,78.82,61,40,10.36
489,Viedma,AR,2022-05-22 05:48:16,-40.8135,-62.9967,54.95,42,100,16.02
490,Pinczow,PL,2022-05-22 05:48:16,50.5205,20.5265,55.62,79,24,17.78
491,Portoferraio,IT,2022-05-22 05:48:17,42.8115,10.3146,73.08,82,0,1.14
492,Benghazi,LY,2022-05-22 05:45:03,32.1167,20.0667,66.58,76,0,10.58
493,Am Timan,TD,2022-05-22 05:48:17,11.0297,20.2827,83.23,50,59,7.0
494,Coahuayana,MX,2022-05-22 05:48:17,18.7333,-103.6833,74.82,82,58,1.5
495,Hounde,BF,2022-05-22 05:48:17,11.5,-3.5167,77.67,68,56,5.95
496,Nelson Bay,AU,2022-05-22 05:48:18,-32.7167,152.15,60.01,97,100,13.51
497,Bazarnyye Mataki,RU,2022-05-22 05:48:18,54.8833,49.9333,43.5,62,30,7.72
498,Richards Bay,ZA,2022-05-22 05:48:18,-28.783,32.0377,63.72,79,100,17.11
499,Belmonte,BR,2022-05-22 05:48:18,-15.8631,-38.8828,70.32,78,19,8.81
500,Yankton,US,2022-05-22 05:48:19,42.8711,-97.3973,44.11,70,0,5.75
501,Ebbs,AT,2022-05-22 05:48:19,47.6333,12.2167,65.86,83,44,1.03
502,Tombouctou,ML,2022-05-22 05:48:20,20.0,-3.0,81.52,11,0,11.34
503,Hobyo,SO,2022-05-22 05:48:20,5.3505,48.5268,85.96,58,71,18.68
504,Montague,US,2022-05-22 05:48:20,42.5356,-72.5351,72.21,75,25,2.62
505,Arsk,RU,2022-05-22 05:48:20,56.0915,49.8778,38.14,67,95,9.53
506,Ayan,RU,2022-05-22 05:48:21,56.45,138.1667,33.26,95,92,8.63
507,Bridlington,GB,2022-05-22 05:48:22,54.0831,-0.1919,55.15,88,97,10.94
508,Trofors,NO,2022-05-22 05:49:22,65.5333,13.4063,51.22,83,100,1.39
509,Ternate,ID,2022-05-22 05:49:23,0.8,127.4,84.04,72,73,5.41
510,Tecoanapa,MX,2022-05-22 05:49:23,16.5167,-98.75,78.31,73,5,4.09
511,Soufriere,LC,2022-05-22 05:49:23,13.8562,-61.0566,80.2,92,20,20.71
512,Comodoro Rivadavia,AR,2022-05-22 05:45:01,-45.8667,-67.5,48.06,81,0,2.3
513,Olafsvik,IS,2022-05-22 05:49:23,64.8945,-23.7142,40.37,83,49,18.45
514,Shache,CN,2022-05-22 05:49:24,38.4167,77.2406,78.84,21,100,10.09
515,Yarkovo,RU,2022-05-22 05:49:24,57.4028,67.0786,46.63,82,100,12.57
516,Lubana,LV,2022-05-22 05:49:24,56.9,26.7167,49.46,66,67,7.81
517,Ongandjera,NA,2022-05-22 05:49:24,-17.8833,15.0667,51.01,23,0,8.41
518,Henties Bay,NA,2022-05-22 05:49:25,-22.116,14.2845,60.76,40,5,6.64
519,Saint Anthony,US,2022-05-22 05:49:25,45.0205,-93.218,46.92,60,100,9.22
520,Alexandria,EG,2022-05-22 05:49:25,31.2156,29.9553,69.76,56,40,12.66
521,Lavrentiya,RU,2022-05-22 05:49:25,65.5833,-171.0,37.67,80,98,8.55
522,Jaisalmer,IN,2022-05-22 05:49:26,26.9147,70.9181,103.01,12,0,10.36
523,Dongzhen,CN,2022-05-22 05:49:26,22.3797,110.9389,85.08,68,99,6.53
524,Maldonado,UY,2022-05-22 05:45:27,-34.6667,-54.9167,51.22,88,7,4.41
525,Corinto,GR,2022-05-22 05:49:26,37.9407,22.9573,69.89,43,35,5.95
526,Porto Novo,BJ,2022-05-22 05:49:27,6.4965,2.6036,75.02,91,100,8.08
527,Itoman,JP,2022-05-22 05:49:27,26.1247,127.6694,81.37,69,40,12.66
528,Sosnogorsk,RU,2022-05-22 05:44:47,63.6023,53.8817,35.02,94,100,12.08
529,Baiyin,CN,2022-05-22 05:49:27,36.5583,104.2081,76.41,24,29,6.44
530,Gimli,CA,2022-05-22 05:48:01,50.6336,-96.9907,42.82,65,25,3.44
531,Mahdasht,IR,2022-05-22 05:49:27,35.7299,50.8111,66.06,29,0,4.61
532,Sarakhs,IR,2022-05-22 05:49:28,36.5449,61.1577,69.94,60,0,0.0
533,Altus,US,2022-05-22 05:49:28,34.6381,-99.334,60.31,40,0,18.41
534,Harper,LR,2022-05-22 05:49:28,4.375,-7.7169,74.7,87,100,4.03
535,Boende,CD,2022-05-22 05:49:28,-0.2167,20.8667,74.39,81,99,1.45
536,Codrington,AU,2022-05-22 05:49:29,-38.2667,141.9667,56.61,68,5,8.9
537,Yumen,CN,2022-05-22 05:49:29,40.2833,97.2,84.6,10,15,23.96
538,Ceres,US,2022-05-22 05:49:29,37.5949,-120.9577,71.55,21,0,12.66
539,Lucapa,AO,2022-05-22 05:49:29,-8.4192,20.7447,70.29,67,40,2.08
540,Kon Tum,VN,2022-05-22 05:49:29,14.35,108.0,82.38,69,100,4.16
541,Warrnambool,AU,2022-05-22 05:49:30,-38.3833,142.4833,60.82,69,5,8.46
542,Gat,IL,2022-05-22 05:49:30,31.61,34.7642,72.79,100,74,11.41
543,Armidale,AU,2022-05-22 05:48:52,-30.5167,151.65,47.19,96,100,7.52
544,Robertsport,LR,2022-05-22 05:49:31,6.7533,-11.3686,76.3,90,100,4.54
545,Bundaberg,AU,2022-05-22 05:49:31,-24.85,152.35,70.21,91,62,3.0
546,Nanortalik,GL,2022-05-22 05:49:31,60.1432,-45.2371,39.47,82,100,11.36
547,Kasongo-Lunda,CD,2022-05-22 05:49:31,-6.4667,16.8167,72.41,88,55,0.87
548,Ucluelet,CA,2022-05-22 05:49:31,48.9329,-125.5528,50.09,89,6,7.43
549,Shizunai,JP,2022-05-22 05:49:32,42.3339,142.3669,56.28,91,98,11.97
550,Puerto Narino,CO,2022-05-22 05:49:32,-3.7703,-70.3831,71.44,97,92,1.72
551,Brae,GB,2022-05-22 05:49:32,60.3964,-1.353,49.62,91,100,11.48
